label,sentence
1,"Rise and shine people! Todays your day to wake up early and start being proactive! Take a walk, jog, or climb mt.hood! Think: HEALTHY "
1,"@ScottkGuthrie oh okay, then it was for two people  you did about as good as I then."
1,Applying for a MAC pro card 
1,Just took a break to watch the old Degree Show films. No wonder none of us are animators any more! Off to the gym then back to work 
1,"@Steeefx anythin happenin 2day.  ppl should do somethin.  p.s slipknot, limp bizkit n steel panther were amazin "
1,*yawn*  It must be tired Tuesday... 10 days till vacation!  Weeeee... It's gonna be a long day...
1,@CharityNiceGirl Good  and you?
1,"@AnimalLovers12 Hi there ,did you get to sleep in? my alarm cats were late this morning "
1,@RossGGG I love my BF too 
1,pretty day 
1,Starbucks Coffee: white chocolate mocha of course  http://diddit.com/r/slcdmdq
1,"hi @DramatisGermany well deserved , olli ! ;-) enjoy the show &amp; the after party too , my friend !  cheers ! "
1,"@kmhatgas &quot;Perfectly good&quot; as in, &quot;they were successful and I needed someone to root for.&quot;    Check out my PA birth cert., ho face!"
1,@ShashiTharoor ha ha really good! principal diversion on a torpid afternoon 
1,@ccmatthews icey ice school was actually good today  teehee
1,"work work you know you gotta work work, aaah that made me happy when it came on the radio "
1,@jonasbrothers love the new cd guys its amazing  i went and got it at 7am today ! â¥
1,says good evening.  http://plurk.com/p/11ckey
1,@BubbaLives Sleep well lovely girl! 
1,i was feeling very happyy today.... then i came to work 
1,@christft http://twitpic.com/7jc15 - very pretty...welcome home guys  see ya July 12.
1,@DavidArchie Hello Archie! my classmate named Laiza and I are very fan of you! We hope that we can see you in person! LOL ..Keep safe 
1,@wilsonsaw i was studying too! 
1,awh; that was the cutest    i love my friends ever so much;
1,@witenike good morning 
1,"@24k I know, I'm so excited for the Iphone upgrade! "
1,Twitter is like a baby chihuahua.......it needs constant attention!!  
1,We had a good dinner last night; I got to feel my nephew move in Jennifer's belly! 
1,"mmmmm coke  dammit, procrastinating again"
1,@kelanjo19 wow sounds great and that D is not you fault!  Congratulations
1,"@nareejo no not the polo, my concert shirt. the white one w/ manila says salamat po david at the back. haha "
1,@KatieMoragx nope 100   waiting for this game to download for dayysss
1,@salisburydowns we're fabulous thanks hun. All well &amp; truly bk in the land of the living  darn evil TD gremlins.. Are you feeling better?
1,"GOOD morning twitter world  ! I am in a great mood this am, hope you are too!"
1,"Wow.. a few tweets about gay issues and all gay groups add me ^^ Aww, i feel special--er  lol"
1,"@kemalispirli I feel what you feel, we have been living with PC  for years  But, there is a good point and it is called &quot;Red Alert 3&quot;"
1,pulse.pulse.pulse. the comp clock does not even make ticking noises. i keep the time by counting my heartbeats 
1,@Linnyyyyyyy HAHA! The baby has shut up now 
1,Back to the Internship grind!    Glad to have my paper and my video done!  Now lets hope I pass Senior Seminar!
1,@lavielavie oh CHEY wah you scared me there. but gain some weight also good la  you're so skinny!
1,@AndrewsBit That sounds reasonable. I stand by your side in your quest 
1,Good morning everyone! Hope you all have a blessed day 
1,Home.  Have a migraine.  Fortunately there's the new Heroes GN.  YAY. 
1,@Mittons I ended up with some on my shirt. Maybe it's a good sign for HR today. 
1,"Really, really big #iPhone  http://is.gd/13kP8 (via @appiphany)"
1,@toootsies  this might help.  
1,is enjoying a sunny afternoon! 
1,Is so exhusted from dancin the Bachata  love it! But ankle pain pain 
1,Inspired by @leisa's sketching workship tweets from #uklondon - off to draw circles and squares in the park over lunch 
1,@daveglennon Just doing some twitter tutoring 
1,Headed to the park to play basketball with the guys! 
1,Home for a couple days...LOTS to do! 
1,up &amp; at it this morning? listen to www.shine.fm &amp; clear that e-mail box 
1,My new phone gets on my nerves 
1,Baaaaack to work! REALLYREALLYREALLY looking forward to walk in the rain!!!!!!    .......... 
1,@DavidGiard Like the name... though it reminds me of &quot;Fox and Friends&quot; of which I have a visceral reaction.  
1,Lil ajees is trying to learn how to walk now 
1,graduation practice 
1,"Ok time for me to get ready to watch Lipstick Jungle, good night all! Sweet Dreams! "
1,"I'm crossing my fingers to get to work in the college library. One, because it's a job. And two, because I really like to read! "
1,"@practicalwed Love your blog! Oh I just love finding new, fabulous, resourceful and inspiring blogs "
1,@johnrozier that sound delightful! I would love to come to Philly... I've never been... I'll be in New York in the fall though 
1,Working Hollister Co. From 9-2 then going to the studio from 3 to 6:30! 
1,"@hothusband_01 that is the problem  i have no choice, when i find one, i'll go buy it and that's why i need help "
1,@DuhhhItsJustin ...V's out there every day and we go out several times a week. When you come up though we'll go into Prov a lot  xoxox
1,"heading out for work, networking, and then home for another shoot  keep em comin !"
1,@hakuzo_nightfox *smiles* the keyboard is not going anywhere  i wish your birthday had been better... sorry *hugs ya*
1,@megbu186 thanks boo bear  I love you
1,@MrsFiddlesticks 75CELSIUS? That would be like 167 fahrenheit. I'm pretty sure that will kill you and your flowers   I love metric!
1,I'm back on Twitter  Hm..thinking about what I'm gonna do for the rest of the summer confuses me.
1,"@aatom Yup, flying with them in a couple of weeks... priority all the way! Slightly less mixing with the great unwashed. "
1,"LVATT , TODAY &lt;3 hope to go and buy it today! "
1,@butter95 save some chocolate for me! Haha your english is pretty good by the way 
1,Morning TwitterFam!  Got a much needed 8 hours of sleep.  On my way to the office..........!!! 
1,@wandatastic YAY! 
1,@angelinajones1 ... haha. The new season will start here in The Netherlands ... I don't know about the US ... 
1,@psousa Happy birthday 
1,"@susarto Buying gifts, that's my prepairing so far. Maybe Ä± should buy a winter coat too;)  @Raisinlike it was my hubby's b-day on Sunday "
1,"@CaroMcFly Hehe that's cool  Well I'm doin sth with friends (swimming, shopping, sleepover, cinema n stuff like that ) and I'm gonna..."
1,@txmander You can do it Speeezzzz 
1,"A visitor translated my blog into Russian, nice. "
1,mmmmm jelly belly time 
1,@lindenitzan remember to ask for samples 
1,@alyssaxo yes.  How amazing is it. World war 3 
1,No finals/regents today! 
1,there's someone said &quot;hari gini keinget mantan? basi!&quot; haha 
1,"You're welcome, @amateurism! "
1,ahhhhhhhh another easy day at college!! 
1,@stephenfry Freedom of speech thats all I have to say 
1,@ronasmy thanks US mama !  I have an hour and a half till I have to be there! 
1,@Suziebee123 lol just get a bucket of cold water ready if it gets too hot 
1,Off to a fantastic day at Curves! Busyness will happen. 
1,"@EluvsMCFLY hehe thats cute; 'tweet dreams'  lol, night x"
1,"Check out Jill Hennessy's new album, out today. Sounds great!!  Listen on Lala, http://www.lala.com/#album/360569445245387895. Enjoy! "
1,@dolts007 Can't reveal anything but it's got something to do with the Police 
1,Im loving this day 
1,wildwood... tick tock tick tock 
1,@belle503 Welcome back!  
1,We all have bills to pay right? What if we were about more than payday? New post at http://tinyurl.com/ko3dlh  check it out  
1,@deboosher done! At least it didn't wake me up 
1,this might help.   http://bit.ly/5f4wM
1,Getting ready for work. 
1,@TomFelton Wishing you luck!  Am sure you'll do great! 
1,Can wait for ï£« tour!!! Finally!!! 
1,"off to work and when I get home, doing some major mac damage "
1,is going to sing &quot;Not Fair&quot; by @lilyroseallen at Open Day 
1,"Video - The sound of music in a Train station http://tinyurl.com/cwrcr7 Awesome, my kids loved it (so did I "
1,headin to the Airport!!! 
1,@TalindaB @SamBennington http://twitlik.com/giantpanda - maybe Tyler and Draven would love to see it 
1,is at work reading my favorite book .. again 
1,one more reminder......IM GOING TO SEE PINK!!!!!!!!!!!!!!!! 
1,@tegaram: i know right?? she was in the hamlet movie we watched. which was odd. but she was also in air force one. amazing movie! 
1,@eg_arnous It`s Work 
1,"@josefnankivell nice one, u will even be @mashable listed now  I went for http://www.facebook.com/elle.s -will add u, wait!"
1,@youvandalx899x oh and happy birthday babyyyy. 
1,"Good morning Twitterland! GH:SH comes in today, so I'll be playing that all day. "
1,"@banolka excellent m8,like it dude "
1,im clean.  but still not yet eating dinner. ready to play sims na ulit ..
1,@Carmenaayo Japan is okay! food is good but I miss my life in Philly and working w/ 3bg crew...Hope all is well! 
1,is impressed by the cost and efficiency of the new LPG wagon - just like an American I can say I've got to fill up with GAS now 
1,is watching the R:A dvd! So funny 
1,@BarbaraJWalters Yes your tweet is working 
1,@carrotcaker Bukas rin ako  Like you. (WHAT? Redundant much) What's your course? 
1,I just graduated!!! 
1,Nothing 
1,@VENKSH hello *cheers* #coffeeclub! |_|] 
1,Rolfs Cartoon Club was my favourite show when i was a kid. Rolf you are the man! I even sent a picture in. 
1,Too nice to be inside I'm off to the garden to read my book the author of which is one v talented @katiemacalister she's a clever sausage 
1,"@laurenpotgieter I know! I can't believe I'm on this thing!! I'm thinking of going. Come with  Bleh, yeah, that's the LND experience!! xxx"
1,just finished dinner with y brother. 
1,i should marry sleeping beauty cause' both of us have the same hobby~ 
1,Lyla has slept through the night for two straight days now. I think I'll go wake her up and give her a big high-five! Mommy wont mind 
1,Good Morning #yeg! Am quite excited to get to finally use my new umbrella today. Have a wonderful day everyone! 
1,@HisTwinklingEye Yeah me to  i might go to the london 1s cause i fink paula might be there  wen is the london 1s?do u no?wb x0x 
1,The little things in life make me happy 
1,is off to do training.. Very excited for the weekend. New Balance Victoria International Half-Ironman. 
1,"now im done with super stars, and all the tears on her guitar  loves it!"
1,@DeniseHammock I like this &amp; I like your site too 
1,@indiemoviemaker fantastic! 
1,is ready for our little baby to start runnin around the house  next week!
1,We're moving to bigger faster servers today  sorry for any service interruptions as a result.
1,@challyzatb Haha  I suppose not!
1,"gonna go to sleep now. or maybe later.. hmm, now is good.. i'll be on friday "
1,hahahaha!!!! this tweffa got two chikn biscuits this morning because she's a G... ha! won't be eating the biscuit.  aawwww yeah
1,goin to c britney in dub friday woohoo 
1,So I never went to sleep last night and its going to be another long day of hell. On the brighter side of things only 3 days left 
1,@swissmissus You have become an invertibrate? How clever. Am singularly impressed. 
1,"Up early.  Doing well.  About to start on my housework, then get everyone up and movin!  "
1,is finally fully recoverd from South Beach! 
1,@marybabysteps Good morning!! &amp; What a beautiful one it is!! 
1,@ccorte7 you would! hope FOAP is GREAT today! 
1,"@Cherylmcfly cause it will be a big change!   oohh thats a mcfly song :p, im sad lol x"
1,"@mandyconforth It's a stretch and probably will go unclaimed, but yes "
1,@MelsterB Hehe a day closer to Sunday. 
1,"@Susa75 That's awesome  Love your new pic by the way! Yeah I'm crossing my fingers too, hope they come back to Europe!!"
1,Just landed herself a job intervieww  woopppp !!!!!!!!!!!!!
1,@tracecyruss YES YES YES!! OMFG!! Dude totally that would be soo awesome  I love you xoxox
1,I couldn't sleep so I'm watching the sun rise.  I've been up since 4:30am; I think I'll have a nap later.
1,"@davewiner Kindle, almost certainly no (if you want to buy stuff). iPhone, yes. MyFi router? No idea what that is "
1,housework....garden......mmmm ???  Garden it is then lol! 
1,@distinctgraphic Excellent. I will certainly keep you in mind for anything in that area 
1,"Snap im going to be late for work, traffic stinks! Hope everyone has a great day today "
1,@alimony I'm sitting at your desk. i am going to steal your drawers. Derek has decimated your napkins. 
1,"Got my Nina Simone in the headphones, got me some tons of papers around, got some user flows to produce "
1,@cindy23cindy thanks!! 
1,"@JF_Kennedy why, thank you  you're interesting as well. that's why i'm following you of course."
1,@NickkkJonasss You were amazing at Wembley last night! Well done  Cant wait for november now! xxx
1,I fixed my own computer today. SO proud of what I can accomplish if I put my mind to it. 
1,"@emvidaltx Buenos dias! Sounds like u r eatin d breakfast of champs? cereals, Wheaties?  Enjoy yur day!"
1,"but family comes tomorrow, so that'll be fun! "
1,@mfharrell @kellykendall. It is so good! Get season 3! Or just come visit and watch it with us. 
1,one cold rainy night. good night. 
1,Its my birthday! 19 today 
1,"waiting for the vet to get here. she makes house calls, so at least I'm here at home and the babies are comfortable and playing around "
1,"@joshthomas87 i must say, your win was pretty epic tonight "
1,So apparently I get to see the royal family again just shows what an obssesion for reading in the park can do for ya 
1,Heya @surforama - diggin your Bondesque theme this mornin. I'm feelin the 80's synth bands so far this AM.  â« http://blip.fm/~8bbdt
1,"@laineylovestbs how are youuuuu?  and yess, im the girk from myspace "
1,soooooo......... gudnyt everybody!!! have a nice dream!!! 
1,happy birthday mother 
1,going to have an afternoon snooze 
1,bhahahaha some of my new classmates already know that i like twilight and i am obsessed with David 
1,Discovery Channel: I Love the Whole World http://tr.im/oECT PÄdÄjÄ? laika jaukÄ?kÄ? reklÄ?ma 
1,Off to work! 
1,"getting ready to go walking with mya then hit the ground running. so much to do, no time for anymore breakdowns "
1,watching the Covenant again w00t!!! Awesome movie 
1,up early (for me) going for quick run then to studio to unload new glaze tests before heading to wonderful day job. 
1,@aflorescio thank you babeeee 
1,talking with Dad and Mom @ skype. 
1,@ashcoates http://twitpic.com/7jctu - Why are you taking an x-box? 
1,just coming back from a customer briefing in Stuttgart. Went well 
1,5 #Evergreen jobs available: http://evergreen-ils.org/blog/?p=209 supporting a cool open source library system and getting paid for it 
1,"@LorelieBrown Half of you is having a blue day, the other half a grey one "
1,instead of saying &quot;going to work&quot; we should instead say &quot;going to minister in the workplace.&quot; Thanks @KevinBussey. 
1,@davidgregory aren't you supposed to be working on Today???  this is what you do during stories??    j/k - love 2 see u on at 7am
1,@lozzyjay  i will only if you follow me 
1,@mccmarianne Thanks.  I haven't been around much either.  Having 3 girls to take care of is exhausting..hugs to you. 
1,hmm visene works in advance! how amazing 
1,"@maxmarkson hey max, didn't get to say thankyou before i left. so yes: thanks for tonight! i had heaps of fun  p.s. great singing!"
1,@tennisqueen13  great here i am heading to bed and really wanting to know who was behind you?? Tell me... and do they have a twitter?? 
1,"@xEviLovesMcFLYx haha, that's cool  Geiselwind? That's not far away of my home...I live in Salzgitter, that's near Braunschweig "
1,@Hatz94 okay I will go take a look 
1,"Everybody Loves Little Chris  nadadadada, yeah yeah!!"
1,@NickkkJonasss congrats for your graduation! (; hope youll come back to spain very very soon! 
1,@TracyeDukes It certainly is a good day 
1,@SOS_CaraBrook @tmcfeeley. :: I just lost... um like... 280 followers though!  
1,@chezka_martinez I am very curious. What's that? 
1,I designed this at NIKEiD http://bit.ly/zhCcB  looks sick styl  
1,@IndywoodFILMS  ...hello  how goes it? ...things coming together for you?
1,Away to watch drag me to hell 
1,"@ManuelaFritschi btw, M5 now also has twitter  although i think it's only jesse who updates @maroon5"
1,"is working till 5:30... gym... watching 46, 44 kick some butt!! GO SOX "
1,Woke up at 5:00 AM. What is wrong with me? Off to the gym for my 8:00 appt. Hope I don't pass out. 
1,@springtree have fun!  
1,new single out in august: http://blocparty.com/news.php?newsID=402 (via @thisisblocparty) Nice 
1,"in pain, broke, textiles in 2 days and death is playing on the radio, but still happy "
1,leave me truthbox things on myspace  www.myspace.com/spider_monkey_xx
1,@smileydorky: What are you up to? 
1,The diet is going well going out for a run now  cya soon xo
1,@NileyJirus I think I missed it to so plz when u find out tell what she said 
1,"Wow, history isn't that hard! It's about the United States of America, and how it became independent! It's actually interesting! "
1,''can i buy you with my tickets?&quot; ''next week isnt good. the jonas brothers are in town.'' 
1,woah !! elephants on cma 
1,"@aabradley82 When you're finished, will you come mow around our arena?? LOL Trainer comes 2day so we've got to do the same thing "
1,visiting the old office always brings back waves of nostalgia. 
1,http://twitpic.com/7jdce -  I love them
1,wishes she could go see britney again. what an amzing show!  xx
1,getting ready for my rehearsal .. and listening to the  kings  
1,@therealgoos The ultimate universal control 
1,ok i still havent gone to sleep lol but on the bright side im talkin to an awesome guy so i guess it all balances out 
1,is reminscing on Normanstock memories. 
1,Hull FC Community Academy @ Skirlaugh School next week for fitness and healthy living workshops with the kids - big up Hull FC  #hullfc
1,"@MollieK121 I use this basic recipe:  http://bit.ly/KrZD8.  I just change the sugar to 1/2 white &amp; 1/2 brown, then add whatever extras.  "
1,hmm.. &quot;@a_black_cloud is now following your updates on Twitter.&quot; nice 
1,[Richard Swift - The Atlantic Ocean] Bom Dia  @surforama â« http://blip.fm/~8bbgr
1,@Marievh des noms ! des noms ! 
1,1 hour and 35 mins til the new #Weeds episode downloads 
1,@evajolliffe you can buy as many as you want!! and I'll have a twix pls  #iremember
1,@antcomic hi ANT. miss you. someone deleted myspace. i hope all is well with you and the colony. love jenny 
1,Baby jendra is stayin at my house  aww he cnt stop cryin ikikikki
1,uploadin my jonas pics  ill put some on in a bit
1,@FraukeWatson thanks glad u like it 
1,to my new followers thank you! i will follow back soon. 
1,thanking god for all my wonderful blackfella friends and family-aint no one i trust more than them mob 
1,Vacation to Lake George! Will be back sometime on Friday. Text or call me if you need me. I'll miss you all  &lt;33333
1,eating cake  hihi..
1,I'm back! It's even more than 10 minutes! 
1,Day 2 of elping the pre-k section of VBS is starting at nine...but I'm getting there early. Wish me luck. 
1,"http://twitpic.com/7jdcq - roachedeggs @ coffeeshop homegrown fantasy, amsterdam. home grown "
1,Woohoo!  Got my vanity url.  Find me at facebook.com/chrismou  
1,@TheDarrenxshow Haha there was only one quick audience shot and you could hardly see me! 
1,@Chesneyh goodnight god bless sweet dreams 
1,amei jonas brothers e mcfly 
1,Anyone wanna go camping or something this summer?  dead bored.
1,@Aboundlessworld  Good evening to you! How are you?
1,@bulaw56: i heard you might be convening vmdc! details pleeeease. hehehe 
1,@Searock_ i know 
1,"@RFLong Awesome Ruth! BTW, still have bookmarks to bring to Nationals. If you want me to bring anything else. "
1,@DeniceSy not really more like a advance class for the math challenged. haha but anyway it's still sumthin to be proud of 
1,@entengpol Congratulations parang Tony Awards ang Tweet updates 
1,"@clarajonas i finished reading the whole series last year. at first,i kinda of hated EC while reading new moon. then,i loved him bck.  ..."
1,Back to my grandparents for the week. Tweet me or message my phone people 
1,@celsoportiolli bom diiiiiiiiiiia 
1,Escape the fate - situations (Y) mad ass song 
1,@taliabatalia we wish with kol 
1,@randmhousekpr @weezoh @sparr0w Thanks and have passed on Mod congrats. She's shy 'bout her efforts. Couldn't believe I'd tweeted on it 
1,feels like taking photos again.. who wants to come on a day of photography with mabs? 
1,@louiebaur glad you liked! You and I need to take on LA when I get back. John says hi 
1,@smaysdotcom then I must be coming up with an unfulfilled breakthrough nearly every day! 
1,saw HUNDREDS of ladyslippers in bloom in the upper slopes of the East Moose River gorge. too many bugs eating me to take many photos 
1,@ScruffyPanther hallo  x
1,Did really good in my English exam 
1,Having fun today 
1,@ Lucas_Grabeel hellouu.... how r you 
1,I'm an impassioned bull charging towards the red flag of forbidden guilty pleasure 
1,Why did I have a dream about Mike Rowe last night?  
1,"@PaulaAbdulRocks hi, thanks to following me "
1,going to see hangover again with colby 
1,Hope that's the 1st and last time I'm associated with the &quot;n&quot; word! 
1,And mini coopers too 
1,"@piotr_paciorek Warsaw is such a pretty city. Think this is the length I'll keep for a while, easiest to handle  When r u in London again?"
1,@eelyntang lol. sorry i thought it was the other way around! 
1,"@matthewkheafy wow, that Kent guy is a serious good drummer! awesome you let him drum Iron Maiden   http://bit.ly/ze709"
1,is gunna go shopping for sum food nd get her phne sorted out dropped it in the bath lol peace homies !!! 
1,"Making an animation icon  I'm in the 15th frame of 65 frames. Damn, this is tiring, but there's no way I'm gonna back off now. lol"
1,@eliseeeherrera I hope for the same thing! lol IMY Elise 
1,watcing on the spot  1jt embleledemdemdem lol
1,"Among all the people to see at the Groceries, I see you -__-. But I'm glad I did "
1,"i didn't notice... it was rainin',, aha,, smiLe "
1,is in a free 
1,"@katiapsyche Btw, your converting is AWESOME, but we use celsius in Canada. "
1,@f1_fans Â£80m for one footballer vs Â£40m for a whole #f1 team!!! Love Webber - wish he kicks Vettel's pink one 
1,@NitroJohn Thanks for the Courtney reminder 
1,Off to work with my early morning clients! I love early morning people! 
1,lapt n mtapos weeehhhh  ngyn tapos na pla.. hehehe anyway.. tym 2 say smething sa pix q sa multiply
1,@lintcj Nuttin! Feeling fine but getting pretty impatient. I know she'll be here soon though. 
1,@guyoseary POWER TO QUEEN MADGE! I love her! 
1,@Cherylmcfly yeah i replied  x
1,@janaclemen Awesome  Have a safe flight!
1,Good Morning..at work already..hella early! Got my BK Mocha i should be good...i hope 
1,Off to work! 
1,http://twitpic.com/7jdf7 - This is for mah ladies on the stream. Watch &amp; enjoy! 
1,@sarahgagne that song makes me so happy I could just burst 
1,@Marcia77 Thanx! 
1,@rashmibansal we just rent ours.. for Rs 500 a month! 
1,Kim Kardashian just told me she likes my voice.  Hello ego! its going to be a good day.  I'm in love 
1,@selenagomez so great meeting you last night! thanks for the pic! hope you enjoyed the show 
1,"One 4 @TyMaKing...men over heard &quot;its not fair, why isn't there a more mag for men?&quot; Not that he needs 1 jus reads mine  lol"
1,@davidgregory Good morning. i hope you have a fun and safe day today. 
1,@Chunk84 just tell them i said you could have my 10% in bed for today 
1,@CaitDaviesUK Awesome.. You seem to be very busy these days! Can't be a bad thing 
1,Sara just reminded me that 10 years ago today we embarked on our first trip to Europe 
1,@KathyFriend Another one by @cathydietz. I horde them for profile updates 
1,http://tr.im/oEEo  LOVE THIS! 
1,@jshe ah thanks! 
1,Things I learn last nite. Gay guys got some serious game. I wanna be a gay dude in nyc. I can't wait till Hawaii 
1,"@davidlafuente That's true, that's true  MUAH!"
1,It will be very interesting if SriLanka is eliminated after losing only 1 match  #t20
1,@samerde thanks - guess my lazy nature was in control  via http://twib.es/3ZQ
1,@catarino I now first need to finish my THESIS  Thanks for your reply - will get back to you in two weeks!
1,@JeffWhite34 hey  thanks for replying 
1,My birthday sooon  x
1,Sunrise.  Vow #2 broken.
1,"Woke up to the sound of thunder, i killed it with a donut   Sink Into Me;"
1,@TraceCyrus well you should be excited D all you're gonna see is trees but whatever 
1,"going to quickly tidy my room, then off to town "
1,"@theelfyone I'm going to sink two hours into &quot;training updates&quot; with her, I think "
1,gud mornin erryone..... just another day closer to payday 
1,@kkoschany they're imprinted in my mind already 
1,@alexradsby yeah it's awesome 
1,"ima pamper myself today  and guys i know i havnt made a vid in a while, but v.soon i shall! and omfg - the weather last night was FREAKY!!"
1,"@SusanScot I'm @ Carries, she's feeling abit better 2day  I aint wearing that sling, it doesnt go with any my clothes haha x"
1,"@othermuse Thanks, Lynn! It should be a good incentive for me to market my work "
1,yes! coffee was actually saved for me 
1,@njlitster one year at 10 months  time flys?
1,@goldigold oh got cha... so what's for breakfast this morning   I'll have live through someone else - too lazy to cook this morn
1,@Official_Leon - Leon!! your on the list as 'Mr Twitter 2009' we (fans on offish forums) are voting for you  just to let you know  Jess x
1,@JustTwistie I AM IN BED LOSER =P haha and I will be 
1,"Laundry day! buuuut, I am not feeling it, so I'll be naked today  My door is locked...don't bother..."
1,"@forteller ahh, then we are talking "
1,I could really eat a cheeseburger right now - my tummy is calling for it 
1,@BitchNotAPerson haha! nothing much  what abt you?
1,watching home and away 
1,@Katie_AK47 thats okay! my uncle is like 50 and his fiance is like 20! thats more of an age difference than me and jared! 
1,"installed windows 7 on laptop, so far its A LOT better than Vista   Think xp will finally have a successor"
1,@abduzeedo It's great! 
1,@Twyst thank you!!! 
1,@debra47 Thanks..now can we come visit  ? Cheers D!
1,good morning! enjoying a delish McCafe Iced Coffee  Vanilla Yum!
1,Although i have no money and no job i am happy happy happy and loving life right now yayyyyyya 
1,im on a bus on a field trip! yes i brought my phone 
1,CafÃ© clope !!! 
1,@tysonritteraar I'm sorry for your knee. I have a gift for you: http://twitpic.com/7jcxs  Bye! 
1,HAHAHAHA the spoon I'm eating my nutella with got stuck to the magnets on my mac and I couldn't get it off. CHOCOLATE MAC IS CHOCOLATE 
1,&quot;Turbo C++ IDE&quot; is a compiler for those people who have a fetish for blue screens after falling in love with BSODs. 
1,@renxin FOLLOWED LAAAA 
1,"@itsgabbith  i am lucky as i have a lovely,sweet and caring mom "
1,@vin495 @theroguegirl Don't you have to say it *before* the other person for them to be copying you??? ;-) See ya later! 
1,"@Feiring Heheh, me too "
1,I have to hol my ordner 
1,"Morning Tweeps 7am first shot to get those B.E.P. tickets, outside lands fest baaaaby baby!! txt the word we give you at 7am to &quot;22997&quot; "
1,ciao for now! xoxo 
1,"@david_bosman oh que oui, on en redemande "
1,@GoDiegoGo12 at least you tried. 
1,@_FB_ fair enough.  I'm sure there's a more appropriate section for it 
1,"&quot;So this is love, so this is what makes life divine&quot;- Gotta love Cinderella is your adult life too "
1,Happy Tuesday 
1,@ReneeJRoss Hey there Renee 
1,@VegasMMAWarrior I'm always proud of healthy snacking! Thanks for sharing 
1,"@OfficialAkaye Hey, hope you &amp; Nadine had a good b'day! Tour was the best yet, you &amp; the girls were amazing! Hope you enjoyed it too!  xx"
1,@Mpieters good luck on that one  my experience is that you're darn lucky to even have on that takes control of the kitchen
1,"@atkinsondavid my sister lives in Oman and we've been loads, it's so beautiful.  Nice piece on the railway "
1,"Knitting's not so terribly tricky. Well, to me. The other half can't seem to get the hang of it.... poor guy. "
1,@nicolour shopping 
1,@GELKA got it.......wicked mix by jon 
1,@Alegrya oh if you ever need an excuse to wear one let me know and we can make one up togther 
1,@madamebella Great job on your first video! You made the deadline.  http://bit.ly/D91Wq
1,@westlifepixie it is really warm here in Dublin. The sun is out.. 
1,@gavenoakley13 great movie 
1,@CDButler Thank you!! 
1,Just purchased my FIRST song from iTunes. #StaringDown by @collective_soul GO DOWNLOAD IT MY FELLOW TWEEPS!! 
1,: having Union BBQ today and we are expecting to have another beautiful day in Toronto.  Listening to Viva La Vida Coldplay.  
1,Father's Day....Aww I miss my dad. Happy Father's Day Dad!!! 
1,had an awful day but at least i there is dancing tomorrow 
1,I didnt sleep at all and my head was killing me! 1 done 2 to do 
1,@nmcgivney It's a date 
1,@thomasrdotorg thanks thomas  she's a bit of aright
1,@colinkelly love the Manics version 
1,@davidrobinson11 I MISS YOU TOO!  Horray for mutual missingness.
1,Searching/ Studying twitter API... might have a project involving this. 
1,Just straightened my hair! So seeing how @HannahTYO baby is going on her date!!! She isn't updating me! Haha. Can't wait for 2morra nite 
1,if there was a way to bring my uni friends and a local spar shop then awesome 
1,"Those who know your name will trust N U, 4 U Lord have never 4saken those who seek U. Psm 9:10 Cherie Camp "
1,"@scottross  Great info from Forrester Scott, Thanks for sharing that with us "
1,"@challyzatb ooh, cool.  I think I saw a clip from it a while ago, now I come to think. Also I am sneezing. In a rather large way. ;-P"
1,'How can you live with yourself you horrible man?!' 'He drink's!' Two and a half men ist einfach zu gut 
1,SO EXCITED 
1,@AnaBalentovic thank's  so you are a tv-producer too?
1,@michaels_feed Would it's designation be FALAHKLAHLA? 
1,Well let's hope today is better than yesterday 
1,Just got a new Speargun. Seatec Gabbiano 90. It is nice 
1,@jamokie Not really... actually its testing my patience to figure out how to write the same thing in 140 chars 
1,@ChrisCavallucci You just discovered that? They have had it for over a year 
1,@DotCom9000 Having an awesome day? You should... I expect as much out of you  #awesomeupdater
1,"@LittleLiverbird oh, the BS ones never last long, but always end up having tons around anyway lol loving Aveda's one atm as well "
1,So were now mini celebraties at our local corner shop because of Mr Moyles  even the DHL man is wanting a shout out on wednesday
1,easy 50 mins. time to go see the gf 
1,The popular Flip camcorder now ships with new software including Flip Channels &amp; a cool iPhone app. Nice 
1,@Download2009 where are the pictures of the lucky people who won the text to meet competitions? i want to see my pic with dragonforce 
1,I am looking forward to ML training next week 
1,Well im on the countdown to vodka o'clock only 3 and a bit days left !!!! 
1,"Wow, why is everyone hating on @nicksantino , leave the dude alone. I haven't met him, but I will. Yee, I love Nicholas.  Haha"
1,is thinking twitter is very weird but thinks he will begin to like it lol 
1,Connecting and sharing:  FB me at:  www.facebook.com/BelindaStarnes - I luv sharing thoughts &amp; learning from tweeps!  
1,@evzi &quot;you've got me&quot;. that still sounds dodgy 
1,OKAY I'M DONE YAY!  perfect word count too. i never understand how i manage to achieve that. BEDTIME KAY THANKS BYE. x
1,"@mrsmetaphor  Let's hope not.  Yesterday I had some super spicy Mexican food and NOTHING.  Today, fruit and yogurt.  Go figure! "
1,@apraalii haha yeah  A McFly To Play in Space 
1,@lilmissbexy yeeep i'm addicted to twitter haha 
1,"LINES, VINES, AND TRYING TIMES.  &lt;3"
1,There's sun this morning! wow... 
1,I'm actually ready for work!! Money makes me happy! 
